credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
540,1,2,40.0,3,165298.12,1,0,1,199862.75
763,3,1,42.0,6,100160.75,1,1,0,33462.94
700,3,2,30.0,4,116377.48,1,1,1,134417.31
551,2,1,76.0,2,128410.71,2,1,1,181718.73
605,1,1,52.0,1,63349.75,1,1,0,108887.44
611,1,1,38.0,4,71018.6,2,1,0,2444.29
665,1,1,25.0,7,90920.75,1,0,1,112256.57
604,3,1,25.0,7,165413.43,1,1,1,35279.74
722,2,2,35.0,1,120171.58,1,1,0,125240.8
511,1,2,33.0,3,0.0,2,1,0,132436.71
613,3,1,40.0,1,147856.82,3,0,0,107961.11
759,2,1,31.0,8,0.0,2,1,1,99086.74
850,1,2,46.0,2,157866.77,1,1,1,18986.12
757,2,1,44.0,5,140856.16,2,1,0,158735.1
850,3,2,30.0,3,104911.35,2,1,1,42933.26
678,1,2,41.0,9,0.0,1,0,0,13160.03
589,3,1,55.0,7,119961.48,1,1,0,65156.83
671,2,1,34.0,10,153360.02,1,1,0,140509.86
628,1,1,69.0,5,0.0,2,1,1,181964.6
783,3,2,41.0,5,106640.5,1,1,0,176945.96
739,2,1,60.0,4,0.0,1,1,1,51637.67
520,1,1,58.0,3,0.0,2,0,1,32790.02
642,1,1,35.0,4,125476.31,1,1,1,91775.51
846,2,1,61.0,0,0.0,2,1,1,96202.44
631,3,1,37.0,9,131519.49,2,1,1,51752.18
576,1,1,36.0,6,0.0,2,1,1,48314.0
582,2,1,26.0,4,65848.36,2,1,0,30149.21
643,2,1,35.0,2,0.0,2,0,0,67979.35
761,2,1,27.0,8,0.0,2,1,0,63297.7
488,1,2,31.0,8,97588.6,1,0,0,124210.53
514,2,1,66.0,9,0.0,2,1,1,14234.31
763,1,1,40.0,3,0.0,2,1,0,134281.11
731,2,1,41.0,4,0.0,2,1,0,22299.27
628,2,2,39.0,8,107553.33,1,1,0,117523.41
647,3,2,51.0,1,119741.77,2,0,0,54954.51
529,1,2,38.0,2,0.0,1,1,0,146388.85
507,2,1,32.0,7,0.0,2,1,0,67926.18
733,1,1,64.0,3,0.0,2,1,1,75272.63
673,2,2,37.0,0,0.0,2,0,0,82351.06
637,2,2,22.0,5,98800.0,1,1,0,122865.55
673,1,1,37.0,4,0.0,2,0,0,163563.07
772,2,2,39.0,4,122486.11,2,1,1,140709.25
526,1,1,42.0,1,0.0,1,0,1,168486.02
747,3,1,36.0,8,102603.3,2,1,1,180693.61
814,1,1,49.0,8,0.0,2,0,0,157822.54
754,2,1,39.0,6,170184.99,2,1,0,89593.26
698,2,1,38.0,10,95010.92,1,1,1,105227.86
712,1,1,23.0,2,0.0,2,0,1,66795.78
484,3,2,34.0,4,148249.54,1,0,1,33738.27
637,3,1,43.0,1,135645.29,2,0,1,101382.86
564,3,1,40.0,7,108407.34,1,1,1,83681.2
694,1,2,29.0,5,99713.87,1,0,0,112317.89
687,1,1,35.0,8,0.0,2,1,0,10334.05
579,3,2,64.0,6,145215.43,1,1,1,164083.72
726,2,1,30.0,8,134152.29,1,1,1,147822.44
537,1,1,26.0,7,106397.75,1,0,0,103563.23
497,3,1,35.0,7,110053.62,2,1,1,92887.06
507,3,1,31.0,2,134237.07,1,1,1,166423.66
664,1,1,40.0,9,0.0,2,1,0,194767.3
729,2,2,34.0,9,53299.96,2,1,1,42855.97
713,1,1,36.0,8,133889.35,1,1,1,143265.65
546,1,2,52.0,2,0.0,1,1,0,137332.37
701,1,1,37.0,8,130091.5,1,1,1,120031.29
619,2,2,32.0,4,175406.13,2,1,1,172792.43
537,1,2,38.0,10,0.0,1,0,0,52337.97
765,1,2,50.0,9,126547.8,1,1,1,79579.94
753,1,2,39.0,7,155062.8,1,1,1,16460.77
678,1,2,31.0,1,0.0,2,0,1,130446.65
719,2,2,32.0,7,0.0,1,0,0,76264.27
620,1,1,36.0,8,0.0,2,1,1,145937.99
649,2,2,32.0,7,0.0,1,1,0,28797.32
609,3,1,38.0,6,140752.06,2,0,1,171430.16
717,2,1,35.0,1,0.0,3,0,0,174770.14
530,3,1,33.0,9,75242.28,1,0,1,101694.67
802,3,1,37.0,9,115569.21,1,0,1,119782.89
796,1,1,24.0,8,0.0,2,1,0,61349.37
695,2,2,35.0,7,79858.13,2,1,1,127977.66
584,2,2,37.0,8,0.0,2,0,1,100835.19
798,1,2,37.0,4,111723.08,1,1,1,83478.12
793,2,1,29.0,8,96674.55,2,0,0,192120.66
656,2,1,32.0,5,136963.12,1,1,0,133814.28
538,2,2,49.0,9,141434.04,1,0,0,173779.25
596,2,1,41.0,5,0.0,2,0,1,141053.85
735,1,1,43.0,9,127806.91,1,1,1,73069.59
781,1,2,48.0,0,57098.96,1,1,0,85644.06
713,3,1,45.0,4,131038.14,1,1,0,74005.04
500,1,1,45.0,2,109162.82,1,1,1,126145.08
735,2,1,50.0,9,0.0,1,0,0,166677.35
717,2,2,34.0,1,0.0,2,1,0,119313.74
834,3,2,68.0,9,130169.27,2,0,1,93112.2
831,1,2,32.0,2,146033.62,1,1,0,191260.74
700,1,2,34.0,2,76322.69,1,1,0,128136.29
705,1,2,37.0,10,0.0,2,1,1,13935.53
695,2,2,31.0,5,0.0,2,0,1,13998.88
573,3,1,35.0,9,134498.54,2,1,1,119924.8
644,1,1,48.0,8,0.0,2,0,1,44965.54
626,3,1,35.0,4,88109.81,1,1,1,32825.5
658,3,1,31.0,2,77082.65,2,0,0,13482.28
725,1,1,46.0,6,0.0,2,1,0,161767.38
724,1,2,69.0,5,117866.92,1,1,1,62280.91
474,1,1,54.0,3,0.0,1,1,0,108409.17
660,1,1,33.0,0,72783.42,1,0,0,181051.99
648,3,2,51.0,2,116574.84,1,1,0,4121.04
486,1,2,39.0,8,97819.36,1,0,1,120531.31
585,3,1,44.0,7,163867.86,1,1,1,112333.22
631,1,1,36.0,1,0.0,2,0,0,133141.34
634,3,1,35.0,6,116269.01,1,1,0,129964.94
350,1,2,60.0,3,0.0,1,0,0,113796.15
693,3,2,37.0,6,95900.04,1,1,1,38196.24
583,3,1,27.0,4,105907.42,2,1,1,195732.04
809,2,2,48.0,2,0.0,1,1,0,160976.85
693,1,1,40.0,4,130661.96,1,1,1,101918.96
612,3,2,36.0,2,130700.92,2,0,0,77592.8
498,3,1,25.0,8,121702.73,1,1,1,132210.49
646,3,1,32.0,8,105397.8,1,1,0,78111.84
666,1,2,66.0,7,0.0,2,1,1,99792.82
622,1,2,31.0,1,89688.94,1,1,1,152305.47
520,1,1,49.0,5,121197.64,1,1,0,72577.33
421,3,1,28.0,8,122384.22,3,1,1,89017.38
637,3,2,36.0,10,145750.45,2,1,1,96660.76
615,2,1,61.0,9,0.0,2,1,0,150227.85
619,1,2,48.0,4,0.0,1,0,0,18094.96
625,3,1,26.0,3,130483.95,1,1,0,122810.53
708,2,2,35.0,8,122570.69,1,0,0,199005.88
843,1,2,38.0,8,134887.53,1,1,1,10804.04
580,3,1,24.0,1,133811.78,1,1,0,17185.95
659,3,1,36.0,4,132578.92,2,1,0,84320.94
661,1,2,31.0,3,136067.82,2,1,0,65567.91
699,1,1,30.0,9,0.0,1,1,1,108162.13
590,2,2,29.0,2,166930.76,2,1,0,122487.73
608,2,1,66.0,8,123935.35,1,1,1,65758.19
850,2,2,38.0,3,0.0,2,0,1,179360.76
656,1,2,46.0,5,113402.14,2,1,1,138849.06
850,1,2,42.0,9,113311.11,1,1,1,198193.75
608,1,2,56.0,10,129255.2,2,1,0,142492.04
599,3,1,45.0,10,103583.05,1,1,0,132127.69
479,1,2,26.0,1,0.0,2,1,1,19116.97
678,1,2,35.0,4,0.0,1,1,0,125518.32
760,1,1,37.0,7,0.0,1,0,0,32863.24
569,3,1,25.0,9,173459.45,2,1,1,44381.06
511,1,2,30.0,5,0.0,2,1,0,143994.86
749,3,2,44.0,0,71497.79,2,0,0,151083.8
543,1,1,36.0,6,0.0,2,1,0,176728.28
658,1,1,29.0,3,145512.84,1,1,0,20207.02
624,2,1,51.0,5,174397.21,2,1,1,172372.63
785,2,1,41.0,7,0.0,2,1,1,199108.88
602,1,1,59.0,7,0.0,2,1,1,162347.05
643,1,2,31.0,3,167949.48,1,1,0,143162.34
714,3,2,36.0,1,101609.01,2,1,1,447.73
693,1,1,36.0,8,178111.82,1,0,0,58719.63
670,3,1,31.0,1,142631.54,2,1,1,175894.24
733,1,1,42.0,9,120094.93,1,1,0,184056.45
599,2,2,37.0,2,0.0,2,1,1,143739.29
573,1,1,31.0,2,0.0,2,1,1,91957.39
755,1,1,38.0,9,148912.44,1,1,0,80416.16
586,1,1,32.0,1,0.0,2,0,0,31635.99
543,2,2,46.0,5,140355.6,1,1,1,85086.78
663,1,1,28.0,4,0.0,2,1,1,123969.64
732,3,2,29.0,1,154333.82,1,1,1,138527.56
677,1,1,27.0,2,0.0,2,1,1,20092.89
836,1,2,29.0,9,133681.78,1,1,1,153747.73
715,1,2,31.0,3,110581.29,1,1,1,94715.24
582,3,1,26.0,6,114450.32,1,1,1,14081.64
543,3,1,37.0,8,140894.06,2,1,1,118059.19
654,2,2,32.0,2,0.0,1,1,1,51972.92
594,1,2,56.0,7,0.0,1,1,0,26215.85
786,2,1,31.0,9,0.0,2,1,1,18210.36
650,1,1,37.0,5,106967.18,1,0,0,24495.03
724,3,1,33.0,5,103564.83,2,1,0,121085.72
642,1,1,25.0,7,0.0,2,1,0,102083.78
808,2,2,67.0,10,124577.15,1,0,1,169894.4
809,3,2,42.0,6,64497.94,3,0,1,182436.81
500,1,2,34.0,4,0.0,2,1,0,12833.96
549,1,1,29.0,3,0.0,2,1,0,146090.38
555,3,2,46.0,4,120392.99,1,1,0,177719.88
605,1,1,32.0,9,0.0,2,1,1,55724.24
537,1,1,39.0,2,0.0,2,1,1,137651.6
678,3,1,36.0,6,118448.15,2,1,0,53172.02
603,1,2,34.0,9,0.0,2,1,0,167916.35
669,1,2,29.0,7,146011.4,1,0,0,50249.16
641,1,1,50.0,6,153590.73,2,1,1,130910.78
681,2,1,30.0,2,128393.29,1,1,1,180593.45
645,1,2,55.0,7,0.0,2,1,1,18369.33
696,1,2,25.0,8,126442.59,1,1,0,121904.44
641,2,1,42.0,9,132657.55,1,1,0,35367.19
563,3,1,44.0,7,105007.31,2,1,1,197812.16
434,3,1,71.0,9,119496.87,1,1,0,125848.88
493,1,1,38.0,3,134006.77,1,1,0,89578.32
719,1,1,32.0,9,146605.27,1,1,1,77119.45
810,1,1,33.0,6,0.0,2,1,1,77965.67
723,3,2,49.0,0,153855.52,1,1,1,180862.26
692,1,2,28.0,8,95059.02,2,1,0,44420.18
654,1,1,36.0,2,112262.84,1,1,0,12873.39
703,1,1,50.0,8,160139.59,2,1,1,79314.1
749,1,1,24.0,1,0.0,3,1,1,47911.03
753,2,1,51.0,4,79811.72,2,0,1,68260.27
594,3,2,26.0,6,135067.52,2,0,0,131211.86
723,1,2,35.0,0,0.0,2,0,1,61290.99
586,1,2,38.0,6,0.0,2,1,1,37935.83
788,2,2,70.0,1,0.0,2,1,1,41610.62
562,1,1,48.0,3,92347.96,1,1,1,163116.75
678,2,2,40.0,3,128398.38,1,1,0,168658.3
733,2,2,30.0,0,83319.28,1,0,0,57769.2
587,2,2,34.0,1,0.0,2,1,1,97932.68
643,3,1,59.0,3,170331.37,1,1,1,32171.79
805,2,2,39.0,5,165272.13,1,1,0,14109.85
602,3,1,32.0,7,184715.86,2,1,0,113781.99
656,1,1,37.0,2,0.0,2,0,1,67840.81
585,1,1,42.0,2,0.0,2,1,1,18657.77
619,1,2,35.0,8,132292.63,1,1,0,65682.93
618,1,1,48.0,7,0.0,1,1,0,13921.82
681,3,2,44.0,4,91115.76,2,0,0,24208.84
763,3,2,61.0,1,66101.89,1,1,1,143981.27
850,2,1,37.0,2,0.0,2,1,0,119969.99
675,1,1,35.0,8,0.0,2,1,1,56642.97
540,3,1,35.0,7,127801.88,1,0,1,84239.46
734,2,2,39.0,6,92126.26,2,0,0,112973.34
631,1,1,29.0,2,0.0,2,1,1,18581.84
493,1,2,36.0,5,148667.81,2,1,0,56092.51
735,1,1,49.0,5,121973.28,1,1,0,148804.36
652,1,2,31.0,3,103696.97,3,0,0,155221.05
753,3,2,46.0,3,111512.75,3,1,0,159576.75
585,2,1,36.0,10,0.0,2,1,1,180318.6
534,1,1,41.0,9,0.0,2,1,0,13871.34
540,2,2,28.0,6,84121.04,1,0,1,80698.54
776,1,2,29.0,7,178171.04,2,1,1,115818.51
725,1,1,45.0,1,129855.32,1,0,0,24218.65
646,2,2,42.0,3,99836.47,1,0,1,22909.56
581,2,2,31.0,6,0.0,2,1,0,188377.21
677,3,2,41.0,8,146720.98,2,1,1,4195.84
514,2,1,30.0,7,0.0,1,0,1,125010.24
641,1,1,37.0,6,0.0,2,1,0,45309.24
818,3,1,43.0,10,105301.5,1,1,1,78941.59
746,2,1,36.0,2,0.0,2,1,1,16436.56
613,3,1,33.0,3,155736.42,2,1,1,57751.21
684,1,1,35.0,6,135871.5,1,1,1,87219.41
711,1,2,41.0,3,145754.91,1,1,1,101455.07
586,1,1,58.0,7,151933.63,1,1,0,162960.05
499,1,2,57.0,1,0.0,1,0,0,131372.38
542,2,1,43.0,6,113567.94,1,1,0,89543.25
615,1,1,39.0,4,133707.09,1,1,1,108152.75
659,1,2,32.0,9,0.0,2,1,1,93155.75
602,1,2,42.0,10,0.0,2,0,0,169921.11
642,1,1,40.0,1,154863.15,1,1,1,138052.51
512,1,2,30.0,6,0.0,2,1,0,88827.31
659,1,2,56.0,9,123785.24,1,1,0,99504.03
568,3,2,26.0,10,109819.16,2,1,0,154491.39
729,1,2,32.0,7,38550.06,1,0,1,179230.23
850,1,1,58.0,8,156652.13,1,0,0,25899.21
508,1,2,64.0,2,0.0,1,1,1,6076.62
684,1,1,34.0,9,0.0,2,1,1,65257.57
648,2,1,46.0,9,127209.0,2,1,0,77405.95
626,2,2,37.0,6,108269.37,1,1,0,5597.94
654,1,2,40.0,3,0.0,2,1,0,167889.1
622,2,2,26.0,8,0.0,2,1,1,124964.82
711,1,1,34.0,8,0.0,2,0,0,48260.19
622,1,2,38.0,4,98640.74,1,1,1,110457.99
748,2,1,36.0,4,141573.55,1,1,0,82158.14
652,3,2,45.0,9,110827.49,1,1,1,153383.54
572,2,1,23.0,2,126873.52,1,0,1,67040.12
709,2,2,37.0,8,0.0,3,1,0,71738.56
814,2,2,72.0,2,0.0,2,0,1,130853.03
614,2,2,25.0,10,75212.28,1,1,0,58965.04
746,1,2,29.0,4,105599.67,1,1,1,43106.17
751,1,2,39.0,3,0.0,2,1,1,84175.34
664,2,1,44.0,7,77526.66,3,0,0,57338.56
635,3,1,53.0,8,117005.55,1,0,1,123646.57
558,2,1,45.0,4,0.0,1,1,0,131807.14
694,2,2,39.0,9,0.0,2,0,0,99924.04
706,3,1,67.0,1,123276.69,2,1,1,86507.88
552,2,1,45.0,9,0.0,2,1,0,26752.56
535,1,2,48.0,9,0.0,1,1,0,149892.79
688,1,2,51.0,5,0.0,1,1,0,91624.11
759,1,2,46.0,2,0.0,1,1,1,138380.11
432,2,1,38.0,7,0.0,2,1,0,150580.88
576,1,1,40.0,9,0.0,2,1,0,112465.19
745,1,2,32.0,2,0.0,4,0,1,179705.13
665,1,2,40.0,6,0.0,1,1,1,161848.03
534,1,2,34.0,7,121551.58,2,1,1,70179.0
666,1,2,59.0,5,0.0,2,1,1,185123.09
771,1,1,39.0,5,0.0,2,1,0,96270.64
639,1,2,50.0,6,115335.32,2,1,1,53130.41
651,1,1,36.0,7,0.0,2,1,0,13898.31
648,1,2,43.0,7,139972.18,1,1,0,143668.58
625,2,2,69.0,1,107569.96,1,1,1,182336.45
620,1,1,32.0,6,0.0,2,1,0,56139.09
647,2,2,64.0,1,91216.0,1,1,1,41800.18
559,1,1,50.0,5,162702.35,1,0,0,150548.5
670,2,1,67.0,6,158719.57,1,1,1,118607.4
655,3,1,52.0,9,144696.75,1,1,1,49025.79
619,3,1,38.0,10,84651.79,1,1,1,184754.26
604,1,1,28.0,7,0.0,2,0,0,58595.64
513,1,2,43.0,9,0.0,2,1,0,152499.8
707,1,1,33.0,8,136678.52,1,1,0,54290.62
581,3,2,26.0,3,105099.45,1,1,1,184520.0
721,3,2,36.0,3,65253.07,2,1,0,28737.78
677,1,2,72.0,8,0.0,2,1,1,153604.44
768,1,1,54.0,8,69712.74,1,1,1,69381.05
630,1,1,50.0,8,0.0,2,0,1,79377.45
800,3,1,39.0,4,95252.72,1,1,0,13906.34
605,1,2,32.0,5,0.0,2,1,1,42135.28
675,1,1,39.0,1,0.0,2,1,0,153129.22
723,1,1,25.0,3,0.0,2,1,1,134509.47
555,3,1,48.0,3,142055.41,2,0,1,79134.78
660,1,2,38.0,5,110570.78,2,1,0,195906.59
620,1,1,41.0,0,97925.11,1,1,0,85000.32
432,1,2,27.0,6,62339.81,2,0,0,53874.67
703,1,2,45.0,5,0.0,2,1,0,131906.44
714,1,1,35.0,3,0.0,2,1,1,95623.28
850,1,2,36.0,0,164850.54,1,1,1,62722.44
523,1,1,39.0,3,0.0,2,1,0,6726.53
724,1,2,29.0,6,0.0,2,0,1,64729.51
636,2,2,29.0,6,157576.47,2,1,1,101102.39
850,3,1,31.0,4,146587.3,1,1,1,89874.82
782,1,1,36.0,5,81210.72,2,0,1,108003.38
640,2,1,29.0,5,197200.04,2,1,0,141453.62
650,3,2,28.0,5,122034.4,3,0,1,146663.43
627,3,1,27.0,0,185267.45,2,1,1,77027.34
457,1,1,40.0,10,134320.23,2,1,0,150757.35
657,3,2,48.0,5,143595.87,1,0,0,101314.65
741,1,1,29.0,8,0.0,2,1,1,115994.52
555,1,2,27.0,8,102000.17,1,1,1,116757.0
724,3,2,48.0,6,110463.25,2,1,1,80552.11
554,1,2,38.0,3,138731.95,1,1,1,194138.36
604,1,1,53.0,8,144453.75,1,1,0,190998.96
758,3,1,32.0,4,162657.64,2,1,1,115525.13
653,3,1,41.0,1,104584.11,1,1,0,15126.32
556,1,2,40.0,8,0.0,2,1,0,62112.7
490,1,2,35.0,7,107749.03,1,1,1,3937.37
684,1,1,38.0,5,105069.98,2,1,1,198355.28
663,1,2,27.0,9,0.0,2,1,0,150850.29
850,1,2,30.0,3,0.0,2,1,0,116692.8
738,1,1,39.0,5,0.0,2,1,1,114388.98
710,1,2,31.0,1,0.0,2,1,0,20081.3
671,2,2,42.0,3,0.0,2,1,1,128449.33
527,3,2,28.0,2,123802.98,2,1,1,155846.69
550,1,1,37.0,3,0.0,1,1,1,179670.31
604,2,2,26.0,3,0.0,2,1,0,155248.62
595,3,2,25.0,7,106570.34,2,0,1,177025.79
513,2,1,39.0,7,89039.9,2,1,1,146738.83
579,3,1,49.0,4,169377.31,1,1,1,123535.05
539,3,2,38.0,8,105435.74,1,0,0,80575.44
722,2,2,29.0,9,0.0,2,1,1,142033.07
547,1,2,48.0,1,179380.74,2,0,1,69263.1
540,3,1,37.0,3,129965.18,1,0,0,19374.08
638,3,2,37.0,7,124513.66,2,1,0,158610.89
651,2,1,42.0,2,143145.87,2,1,0,43612.06
763,1,2,31.0,4,0.0,2,0,0,50404.72
565,3,2,38.0,2,158651.29,2,1,1,179445.28
698,1,1,38.0,2,130015.24,1,1,1,41595.3
794,2,2,22.0,4,114440.24,1,1,1,107753.07
613,3,2,43.0,10,120481.69,1,0,0,94875.03
721,3,1,37.0,3,107720.64,1,1,1,158591.12
735,1,2,25.0,3,91718.8,1,0,0,28411.23
582,1,2,40.0,9,0.0,3,1,1,60954.45
524,2,2,64.0,5,0.0,1,1,0,136079.64
649,2,1,29.0,2,45022.23,1,1,1,173495.77
653,1,1,46.0,0,119556.1,1,1,0,78250.13
470,1,1,30.0,3,101140.76,1,1,1,50906.65
655,1,2,20.0,7,134397.61,1,0,0,28029.54
528,1,2,27.0,7,176227.07,2,0,1,139481.53
577,3,2,44.0,1,152086.15,1,0,1,44719.5
646,2,2,50.0,5,142644.64,2,1,1,142208.5
613,1,2,29.0,6,185709.28,2,1,1,77242.19
699,2,2,29.0,9,127570.93,2,1,0,164756.81
571,1,2,53.0,2,0.0,2,1,0,28045.77
628,3,2,61.0,1,97361.66,1,1,1,149922.38
616,1,1,34.0,10,0.0,2,1,0,25662.27
449,1,1,52.0,6,0.0,2,0,1,123622.0
520,2,2,42.0,6,0.0,2,1,1,34410.55
745,3,1,35.0,4,98270.34,1,1,0,133617.43
850,3,2,33.0,2,83415.04,1,0,1,74917.64
835,1,1,25.0,7,0.0,2,1,1,83449.65
668,1,2,35.0,6,102482.76,1,1,1,53994.64
565,1,1,55.0,4,118803.35,2,1,1,128124.7
617,1,2,35.0,2,104508.1,1,1,1,147636.46
850,3,1,51.0,4,124425.99,1,0,0,118545.49
682,1,1,37.0,5,0.0,2,0,1,112554.68
574,3,1,33.0,3,129834.67,1,1,0,193131.42
756,2,1,19.0,4,130274.22,1,1,1,133535.29
493,1,2,37.0,8,142987.46,2,1,0,158840.99
779,2,2,55.0,0,133295.98,1,1,0,22832.71
701,2,2,21.0,9,0.0,2,1,1,26327.42
696,1,1,19.0,1,110928.51,1,1,1,2766.63
794,2,1,45.0,8,88656.37,2,1,0,116547.31
519,1,1,42.0,8,0.0,2,1,1,101485.72
516,2,1,50.0,5,0.0,1,0,1,146145.93
633,1,2,39.0,9,129189.15,2,0,0,170998.83
623,3,1,50.0,7,126608.37,1,0,1,645.61
666,2,1,35.0,2,104832.49,1,1,0,175015.12
696,1,1,34.0,9,150856.79,1,0,1,8236.78
835,1,2,56.0,2,0.0,2,1,1,39820.13
717,1,1,42.0,5,0.0,2,1,0,172665.21
539,1,1,39.0,6,0.0,2,1,1,86767.48
607,2,2,62.0,8,108004.64,1,1,1,23386.77
778,2,1,40.0,8,104291.41,2,1,1,117507.11
849,3,2,49.0,9,132934.89,1,1,0,171056.65
659,1,1,67.0,4,145981.87,1,1,1,131043.2
585,1,2,43.0,2,0.0,2,1,0,89402.54
672,1,1,31.0,6,91125.75,1,1,0,177295.92
592,1,1,71.0,4,0.0,2,0,1,17013.54
764,1,1,24.0,7,98148.61,1,1,0,26843.76
684,1,2,38.0,5,133189.4,1,0,0,127388.06
741,1,1,38.0,9,0.0,2,1,0,14379.01
703,1,1,37.0,8,105961.68,2,0,1,74158.8
547,2,2,31.0,9,0.0,2,0,0,99294.22
744,3,1,41.0,7,190409.34,2,1,1,138361.48
565,2,1,38.0,0,122447.76,1,0,0,67339.34
732,1,2,34.0,8,122338.43,2,1,0,187985.85
556,1,2,61.0,2,117419.35,1,1,1,94153.83
618,1,1,39.0,2,91068.56,1,1,0,26578.69
550,1,2,40.0,8,150490.32,1,0,0,166468.21
701,1,1,37.0,1,0.0,2,1,0,163457.55
645,1,1,42.0,6,0.0,1,0,0,149807.01
638,1,1,46.0,9,139859.54,1,1,0,38967.29
550,3,1,36.0,2,113877.23,2,1,0,174921.91
683,3,1,35.0,5,144961.97,1,0,1,26796.73
632,1,2,40.0,9,139625.34,1,1,0,93702.96
619,3,2,52.0,8,124099.13,1,0,0,23904.52
680,1,1,31.0,10,113292.17,1,1,1,122639.73
582,2,1,25.0,9,148042.97,2,1,0,52341.15
707,1,1,58.0,6,89685.92,1,0,1,126471.13
519,3,2,21.0,1,151701.45,3,1,1,170138.68
718,3,1,43.0,5,132615.73,2,1,0,32999.1
749,3,2,40.0,8,141782.57,2,0,0,86333.63
585,3,2,28.0,9,135337.49,2,1,1,40385.61
760,2,2,41.0,6,0.0,2,0,0,101491.23
718,1,2,31.0,0,118100.59,2,1,0,103165.15
605,1,2,51.0,3,136188.78,1,1,1,67110.59
632,3,1,23.0,3,122478.51,1,1,0,147230.77
649,1,2,56.0,8,156974.26,1,1,0,89405.26
633,1,2,44.0,7,0.0,2,1,0,29761.29
660,2,1,33.0,2,80462.24,1,0,0,150422.35
777,1,2,29.0,9,131240.61,1,1,1,163746.09
542,2,1,35.0,2,174894.53,1,1,1,22314.55
634,3,2,37.0,7,143258.85,2,1,0,192721.98
534,1,1,52.0,1,0.0,3,1,1,104035.41
444,1,1,43.0,3,0.0,2,1,1,159131.21
629,3,2,38.0,9,123948.85,1,1,0,76053.07
699,1,1,40.0,7,0.0,1,0,1,152876.13
604,2,2,39.0,7,98544.11,1,1,1,52327.57
814,3,1,44.0,8,95488.82,2,0,0,107013.59
454,2,1,40.0,2,123177.01,1,1,0,148309.98
709,1,1,39.0,8,0.0,2,1,0,56214.09
499,2,1,39.0,6,0.0,2,1,1,81409.0
755,3,2,45.0,7,135643.0,1,0,0,143619.52
792,1,1,19.0,7,143390.51,1,1,0,33282.84
557,1,2,32.0,3,123502.53,1,1,1,69826.8
739,1,2,36.0,0,0.0,2,0,0,133465.57
574,1,2,34.0,7,152992.91,1,1,1,134691.2
578,1,1,34.0,4,175111.11,1,1,1,74858.3
671,1,2,31.0,6,0.0,2,1,1,15846.42
608,3,2,44.0,5,126147.84,1,0,1,132424.69
749,3,2,29.0,7,137059.05,3,1,0,102975.72
581,3,1,31.0,6,116891.72,1,1,0,107137.3
725,3,1,19.0,0,75888.2,1,0,0,45613.75
508,1,1,49.0,7,122451.46,2,1,1,75808.1
658,1,2,32.0,9,0.0,2,1,0,156774.75
685,1,1,58.0,1,104796.54,1,1,1,154181.41
704,3,2,39.0,1,124640.51,1,1,0,116511.12
736,1,2,36.0,6,0.0,1,1,0,70496.66
769,2,1,39.0,9,0.0,1,1,1,47722.79
564,2,1,31.0,0,125175.58,1,1,1,72757.33
602,1,2,72.0,3,0.0,2,1,1,171260.66
706,1,2,35.0,8,178032.53,1,0,1,42181.68
698,3,1,56.0,1,112414.81,2,0,0,93982.02
695,1,1,43.0,1,100421.1,1,1,1,101141.28
575,1,1,36.0,1,0.0,1,0,1,94570.56
556,1,2,52.0,9,0.0,1,1,0,175149.2
551,1,1,42.0,1,50194.59,1,1,1,23399.58
746,1,1,24.0,3,137492.35,2,0,1,170142.09
619,2,2,38.0,10,119658.49,1,1,1,8646.58
618,2,1,38.0,5,126473.99,1,1,0,91972.49
648,3,1,41.0,5,123049.21,1,0,1,5066.76
713,3,2,24.0,7,147687.24,1,1,1,121592.5
471,3,1,23.0,6,104592.55,2,1,0,131736.23
712,2,2,79.0,5,108078.56,1,1,1,174118.93
611,1,1,35.0,10,0.0,1,1,1,23598.23
596,1,1,33.0,2,139451.67,1,0,0,63142.12
571,1,2,33.0,1,0.0,2,1,0,102750.7
705,1,1,25.0,9,0.0,2,0,1,112331.19
659,2,1,78.0,2,151675.65,1,0,1,49978.67
755,1,2,43.0,9,0.0,2,1,0,18066.69
542,1,2,43.0,8,145618.37,1,0,1,10350.74
649,1,2,46.0,2,0.0,2,1,1,66602.7
662,1,2,32.0,4,133950.37,1,1,1,48725.68
602,2,2,42.0,1,138912.17,1,1,1,139494.75
649,3,1,78.0,4,68345.86,2,1,1,142566.75
601,1,1,46.0,2,99786.07,1,1,1,32683.88
683,2,1,29.0,0,133702.89,1,1,0,55582.54
767,3,1,23.0,2,139542.82,1,0,1,28038.28
650,3,1,26.0,4,214346.96,2,1,0,128815.33
769,1,1,31.0,4,61297.05,2,1,1,7118.02
573,2,1,41.0,5,0.0,2,0,1,14479.29
735,2,1,38.0,7,86131.71,2,0,0,93478.96
661,2,1,38.0,7,143006.7,1,1,1,15650.89
622,1,1,29.0,7,101486.96,1,1,1,8788.35
662,3,1,30.0,5,115286.68,2,1,1,149587.92
680,2,2,34.0,7,0.0,2,1,0,98949.85
503,2,1,32.0,9,100262.88,2,1,1,157921.25
656,1,2,30.0,4,74323.2,1,1,1,22929.08
590,2,2,23.0,7,0.0,2,1,0,196789.9
498,3,2,41.0,4,87541.06,2,1,1,12577.21
801,2,2,46.0,6,0.0,2,1,1,170008.74
749,1,1,41.0,5,57568.94,1,1,1,61128.29
